GCF_000819615.1	GCF_000819615.1
GCF_000819615.1	GCF_000836905.1
GCF_000819615.1	GCF_000836925.1
GCF_000819615.1	GCF_000836805.1
GCF_000836805.1	GCF_000836805.1
GCF_000836805.1	GCF_000819615.1
GCF_000836805.1	GCF_000836905.1
GCF_000836905.1	GCF_000836905.1
GCF_000836905.1	GCF_000836925.1
GCF_000836905.1	GCF_000819615.1
GCF_000836905.1	GCF_000846985.1
GCF_000836905.1	GCF_000836805.1
GCF_000836905.1	GCF_000836965.1
GCF_000836925.1	GCF_000836925.1
GCF_000836925.1	GCF_000836905.1
GCF_000836925.1	GCF_000819615.1
GCF_000836925.1	GCF_000846985.1
GCF_000836925.1	GCF_000839145.1
GCF_000836925.1	GCF_000836965.1
GCF_000836925.1	GCF_000837245.1
GCF_000836925.1	GCF_000838765.1
GCF_000836945.1	GCF_000836945.1
GCF_000836945.1	GCF_000837725.1
GCF_000836945.1	GCF_000838885.1
GCF_000836945.1	GCF_000836985.1
GCF_000836945.1	GCF_000837025.1
GCF_000836945.1	GCF_000839445.1
GCF_000836945.1	GCF_000840345.1
GCF_000836945.1	GCF_000837685.1
GCF_000836945.1	GCF_000837365.1
GCF_000836945.1	GCF_000838205.2
GCF_000836945.1	GCF_000837245.1
GCF_000836945.1	GCF_000836965.1
GCF_000836945.1	GCF_000837385.1
GCF_000836945.1	GCF_000839465.1
GCF_000836945.1	GCF_000837405.1
GCF_000836945.1	GCF_000841885.1
GCF_000836965.1	GCF_000836965.1
GCF_000836965.1	GCF_000837245.1
GCF_000836965.1	GCF_000836985.1
GCF_000836965.1	GCF_000841405.1
GCF_000836965.1	GCF_000836945.1
GCF_000836965.1	GCF_000837025.1
GCF_000836965.1	GCF_000837365.1
GCF_000836965.1	GCF_000837425.1
GCF_000836965.1	GCF_000838885.1
GCF_000836965.1	GCF_000837685.1
GCF_000836965.1	GCF_000837725.1
GCF_000836965.1	GCF_000838765.1
GCF_000836965.1	GCF_000838985.1
GCF_000836965.1	GCF_000837465.1
GCF_000836965.1	GCF_000839465.1
GCF_000836965.1	GCF_000839145.1
GCF_000836985.1	GCF_000836985.1
GCF_000836985.1	GCF_000837725.1
GCF_000836985.1	GCF_000838885.1
GCF_000836985.1	GCF_000837245.1
GCF_000836985.1	GCF_000837685.1
GCF_000836985.1	GCF_000836945.1
GCF_000836985.1	GCF_000837365.1
GCF_000836985.1	GCF_000837025.1
GCF_000836985.1	GCF_000838205.2
GCF_000836985.1	GCF_000836965.1
GCF_000836985.1	GCF_000841405.1
GCF_000836985.1	GCF_000839445.1
GCF_000836985.1	GCF_000839145.1
GCF_000836985.1	GCF_000840345.1
GCF_000836985.1	GCF_000837405.1
GCF_000836985.1	GCF_000837965.1
GCF_000837025.1	GCF_000837025.1
GCF_000837025.1	GCF_000836985.1
GCF_000837025.1	GCF_000837365.1
GCF_000837025.1	GCF_000836945.1
GCF_000837025.1	GCF_000837245.1
GCF_000837025.1	GCF_000837725.1
GCF_000837025.1	GCF_000836965.1
GCF_000837025.1	GCF_000839445.1
GCF_000837025.1	GCF_000838885.1
GCF_000837025.1	GCF_000837685.1
GCF_000837025.1	GCF_000837385.1
GCF_000837025.1	GCF_000839145.1
GCF_000837025.1	GCF_000841405.1
GCF_000837025.1	GCF_000840345.1
GCF_000837025.1	GCF_000837405.1
GCF_000837025.1	GCF_000838205.2
GCF_000837165.1	GCF_000837165.1
GCF_000837165.1	GCF_000837225.1
GCF_000837165.1	GCF_000837365.1
GCF_000837165.1	GCF_000838065.1
GCF_000837165.1	GCF_000837405.1
GCF_000837165.1	GCF_000839125.1
GCF_000837165.1	GCF_000836985.1
GCF_000837165.1	GCF_000837685.1
GCF_000837165.1	GCF_000837485.1
GCF_000837165.1	GCF_000837425.1
GCF_000837165.1	GCF_000837745.1
GCF_000837165.1	GCF_000837025.1
GCF_000837165.1	GCF_000837725.1
GCF_000837165.1	GCF_000841405.1
GCF_000837165.1	GCF_000838165.1
GCF_000837165.1	GCF_000836965.1
GCF_000837225.1	GCF_000837225.1
GCF_000837225.1	GCF_000837405.1
GCF_000837225.1	GCF_000839125.1
GCF_000837225.1	GCF_000837685.1
GCF_000837225.1	GCF_000839045.1
GCF_000837225.1	GCF_000840705.1
GCF_000837225.1	GCF_000837385.1
GCF_000837225.1	GCF_000837365.1
GCF_000837225.1	GCF_000838065.1
GCF_000837225.1	GCF_000840345.1
GCF_000837225.1	GCF_000837745.1
GCF_000837225.1	GCF_000841885.1
GCF_000837225.1	GCF_000839905.1
GCF_000837225.1	GCF_000837725.1
GCF_000837225.1	GCF_000838885.1
GCF_000837225.1	GCF_000839445.1
GCF_000837245.1	GCF_000837245.1
GCF_000837245.1	GCF_000837365.1
GCF_000837245.1	GCF_000836985.1
GCF_000837245.1	GCF_000836965.1
GCF_000837245.1	GCF_000837025.1
GCF_000837245.1	GCF_000836945.1
GCF_000837245.1	GCF_000838885.1
GCF_000837245.1	GCF_000837725.1
GCF_000837245.1	GCF_000837465.1
GCF_000837245.1	GCF_000837685.1
GCF_000837245.1	GCF_000841405.1
GCF_000837245.1	GCF_000838765.1
GCF_000837245.1	GCF_000837425.1
GCF_000837245.1	GCF_000841665.1
GCF_000837245.1	GCF_000840845.1
GCF_000837245.1	GCF_000839465.1
GCF_000837365.1	GCF_000837365.1
GCF_000837365.1	GCF_000837245.1
GCF_000837365.1	GCF_000837685.1
GCF_000837365.1	GCF_000836985.1
GCF_000837365.1	GCF_000837725.1
GCF_000837365.1	GCF_000837025.1
GCF_000837365.1	GCF_000836945.1
GCF_000837365.1	GCF_000837405.1
GCF_000837365.1	GCF_000838205.2
GCF_000837365.1	GCF_000839445.1
GCF_000837365.1	GCF_000840345.1
GCF_000837365.1	GCF_000838885.1
GCF_000837365.1	GCF_000836965.1
GCF_000837365.1	GCF_000839625.1
GCF_000837365.1	GCF_000840705.1
GCF_000837365.1	GCF_000837965.1
GCF_000837385.1	GCF_000837385.1
GCF_000837385.1	GCF_000840345.1
GCF_000837385.1	GCF_000836945.1
GCF_000837385.1	GCF_000837405.1
GCF_000837385.1	GCF_000837365.1
GCF_000837385.1	GCF_000836985.1
GCF_000837385.1	GCF_000839445.1
GCF_000837385.1	GCF_000837225.1
GCF_000837385.1	GCF_000837025.1
GCF_000837385.1	GCF_000837685.1
GCF_000837385.1	GCF_000837725.1
GCF_000837385.1	GCF_000838885.1
GCF_000837385.1	GCF_000841885.1
GCF_000837385.1	GCF_000838205.2
GCF_000837385.1	GCF_000839045.1
GCF_000837385.1	GCF_000840705.1
GCF_000837405.1	GCF_000837405.1
GCF_000837405.1	GCF_000837685.1
GCF_000837405.1	GCF_000837725.1
GCF_000837405.1	GCF_000839045.1
GCF_000837405.1	GCF_000840345.1
GCF_000837405.1	GCF_000840705.1
GCF_000837405.1	GCF_000838885.1
GCF_000837405.1	GCF_000837225.1
GCF_000837405.1	GCF_000837745.1
GCF_000837405.1	GCF_000837965.1
GCF_000837405.1	GCF_000839445.1
GCF_000837405.1	GCF_000839905.1
GCF_000837405.1	GCF_000839125.1
GCF_000837405.1	GCF_000838065.1
GCF_000837405.1	GCF_000838205.2
GCF_000837405.1	GCF_000837365.1
GCF_000837425.1	GCF_000837425.1
GCF_000837425.1	GCF_000838765.1
GCF_000837425.1	GCF_000837465.1
GCF_000837425.1	GCF_000836985.1
GCF_000837425.1	GCF_000836965.1
GCF_000837425.1	GCF_000837685.1
GCF_000837425.1	GCF_000837245.1
GCF_000837425.1	GCF_000838885.1
GCF_000837425.1	GCF_000837725.1
GCF_000837425.1	GCF_000838525.1
GCF_000837425.1	GCF_000837365.1
GCF_000837425.1	GCF_000840845.1
GCF_000837425.1	GCF_000841405.1
GCF_000837425.1	GCF_000837025.1
GCF_000837425.1	GCF_000841665.1
GCF_000837425.1	GCF_000839625.1
GCF_000837465.1	GCF_000837465.1
GCF_000837465.1	GCF_000837425.1
GCF_000837465.1	GCF_000837685.1
GCF_000837465.1	GCF_000837245.1
GCF_000837465.1	GCF_000840845.1
GCF_000837465.1	GCF_000838765.1
GCF_000837465.1	GCF_000837365.1
GCF_000837465.1	GCF_000839465.1
GCF_000837465.1	GCF_000836965.1
GCF_000837465.1	GCF_000836985.1
GCF_000837465.1	GCF_000839625.1
GCF_000837465.1	GCF_000838885.1
GCF_000837465.1	GCF_000837725.1
GCF_000837465.1	GCF_000837965.1
GCF_000837465.1	GCF_000837405.1
GCF_000837465.1	GCF_000838905.1
GCF_000837485.1	GCF_000837485.1
GCF_000837485.1	GCF_000837225.1
GCF_000837485.1	GCF_000837665.1
GCF_000837485.1	GCF_000837405.1
GCF_000837485.1	GCF_000837685.1
GCF_000837485.1	GCF_000839125.1
GCF_000837485.1	GCF_000837465.1
GCF_000837485.1	GCF_000837365.1
GCF_000837485.1	GCF_000837385.1
GCF_000837485.1	GCF_000838065.1
GCF_000837485.1	GCF_000837425.1
GCF_000837485.1	GCF_000838165.1
GCF_000837485.1	GCF_000838285.1
GCF_000837485.1	GCF_000836985.1
GCF_000837485.1	GCF_000839445.1
GCF_000837485.1	GCF_000837965.1
GCF_000837665.1	GCF_000837665.1
GCF_000837665.1	GCF_000837225.1
GCF_000837665.1	GCF_000838065.1
GCF_000837665.1	GCF_000837485.1
GCF_000837665.1	GCF_000837405.1
GCF_000837665.1	GCF_000837685.1
GCF_000837665.1	GCF_000840705.1
GCF_000837665.1	GCF_000839125.1
GCF_000837665.1	GCF_000839905.1
GCF_000837665.1	GCF_000837465.1
GCF_000837665.1	GCF_000840245.1
GCF_000837665.1	GCF_000838165.1
GCF_000837665.1	GCF_000839045.1
GCF_000837665.1	GCF_000837965.1
GCF_000837665.1	GCF_000837745.1
GCF_000837665.1	GCF_000840725.1
GCF_000837685.1	GCF_000837685.1
GCF_000837685.1	GCF_000837405.1
GCF_000837685.1	GCF_000837725.1
GCF_000837685.1	GCF_000838205.2
GCF_000837685.1	GCF_000837965.1
GCF_000837685.1	GCF_000838885.1
GCF_000837685.1	GCF_000839045.1
GCF_000837685.1	GCF_000837365.1
GCF_000837685.1	GCF_000840345.1
GCF_000837685.1	GCF_000840705.1
GCF_000837685.1	GCF_000836985.1
GCF_000837685.1	GCF_000839445.1
GCF_000837685.1	GCF_000839625.1
GCF_000837685.1	GCF_000837745.1
GCF_000837685.1	GCF_000841885.1
GCF_000837685.1	GCF_000838905.1
GCF_000837725.1	GCF_000837725.1
GCF_000837725.1	GCF_000837685.1
GCF_000837725.1	GCF_000838885.1
GCF_000837725.1	GCF_000838205.2
GCF_000837725.1	GCF_000836985.1
GCF_000837725.1	GCF_000839445.1
GCF_000837725.1	GCF_000837405.1
GCF_000837725.1	GCF_000837965.1
GCF_000837725.1	GCF_000840345.1
GCF_000837725.1	GCF_000836945.1
GCF_000837725.1	GCF_000839625.1
