GCF_000819615.1	GCF_000819615.1
GCF_000819615.1	GCF_000836805.1
GCF_000819615.1	GCF_000864545.1
GCF_000819615.1	GCF_000839985.1
GCF_000819615.1	MF101922
GCF_000819615.1	GCF_001502975.1
GCF_000819615.1	GCF_000867085.1
GCF_000819615.1	GCF_000930555.1
GCF_000819615.1	GCF_000840785.1
GCF_000819615.1	GCF_000865125.1
GCF_000819615.1	GCF_002618865.1
GCF_000819615.1	MF155889
GCF_000819615.1	GCF_000846985.1
GCF_000819615.1	GCF_011900995.1
GCF_000819615.1	LT960607
GCF_000819615.1	GCF_000929915.1
GCF_000836805.1	GCF_000836805.1
GCF_000836805.1	MF101922
GCF_000836805.1	GCF_000864545.1
GCF_000836805.1	GCF_000839985.1
GCF_000836805.1	GCF_000819615.1
GCF_000836805.1	GCF_000865125.1
GCF_000836805.1	GCF_000840785.1
GCF_000836805.1	MG214764
GCF_000836805.1	GCF_001275455.1
GCF_000836805.1	GCF_000867085.1
GCF_000836805.1	GCF_001502975.1
GCF_000836805.1	GCF_002614425.1
GCF_000836805.1	GCF_001502355.1
GCF_000836805.1	GCF_000866345.1
GCF_000836805.1	GCF_011900995.1
GCF_000836805.1	FJ483841
GCF_000836905.1	GCF_000836905.1
GCF_000836925.1	GCF_000836925.1
GCF_000836925.1	MH206184
GCF_000836925.1	GCF_000846145.1
GCF_000836925.1	GCF_000893195.1
GCF_000836925.1	GCF_000837925.1
GCF_000836925.1	MF979562
GCF_000836925.1	GCF_000837805.1
GCF_000836925.1	GCF_000841525.1
GCF_000836925.1	KU052038
GCF_000836925.1	GCF_002609565.1
GCF_000836925.1	GCF_000910435.1
GCF_000836925.1	GCF_002610105.1
GCF_000836925.1	GCF_002618965.1
GCF_000836925.1	GCF_000891155.1
GCF_000836925.1	GCF_000837165.1
GCF_000836925.1	GCF_000868665.1
GCF_000836945.1	GCF_000836945.1
GCF_000836945.1	GCF_001744955.1
GCF_000836945.1	GCF_002622545.1
GCF_000836945.1	GCF_001041535.1
GCF_000836945.1	GCF_000904995.1
GCF_000836945.1	GCF_001744575.1
GCF_000836945.1	GCF_001041495.1
GCF_000836945.1	GCF_000888655.1
GCF_000836945.1	GCF_000903495.1
GCF_000836945.1	GCF_002612105.1
GCF_000836945.1	GCF_008704755.1
GCF_000836945.1	GCF_001551765.1
GCF_000836945.1	GCF_001501835.2
GCF_000836945.1	GCF_006384795.1
GCF_000836945.1	MG592456
GCF_000836945.1	GCF_003344985.1
GCF_000836965.1	GCF_000836965.1
GCF_000836965.1	MT446395
GCF_000836965.1	GCF_003389655.1
GCF_000836965.1	GCF_002604165.1
GCF_000836965.1	GCF_001470215.1
GCF_000836965.1	MG592406
GCF_000836965.1	GCF_000907435.1
GCF_000836965.1	MT771342
GCF_000836965.1	GCF_002613185.1
GCF_000836965.1	GCF_002604145.1
GCF_000836965.1	MH791410
GCF_000836965.1	MK672799
GCF_000836965.1	GCF_001754785.1
GCF_000836965.1	GCF_003764565.1
GCF_000836965.1	MF614627
GCF_000836965.1	MK448833
GCF_000836985.1	GCF_000836985.1
GCF_000836985.1	GCF_000845765.1
GCF_000836985.1	MF074189
GCF_000836985.1	GCF_000866225.1
GCF_000836985.1	LC545445
GCF_000836985.1	GCF_001503715.1
GCF_000836985.1	MK301608
GCF_000836985.1	AY328853
GCF_000836985.1	GCF_000915715.1
GCF_000836985.1	GCF_000915695.1
GCF_000836985.1	GCF_000913935.1
GCF_000836985.1	GCF_002597645.1
GCF_000836985.1	GCF_001550685.1
GCF_000836985.1	GCF_002604045.1
GCF_000836985.1	MN284906
GCF_000836985.1	GCF_000912955.1
GCF_000837025.1	GCF_000837025.1
GCF_000837025.1	GCF_002623545.1
GCF_000837025.1	GCF_001746055.1
GCF_000837025.1	GCF_002623165.1
GCF_000837025.1	GCF_001736635.1
GCF_000837025.1	GCF_004800205.1
GCF_000837025.1	KY563228
GCF_000837025.1	GCF_002755075.1
GCF_000837025.1	GCF_002619325.1
GCF_000837025.1	MK054218
GCF_000837025.1	GCF_001470835.2
GCF_000837025.1	MN496306
